book_id,customer_id,rating
0789480662,119,5.0
0789480662,120,5.0
0789480662,121,5.0
0789480662,122,5.0
0789480662,123,3.0
0789480662,124,5.0
0789480662,125,4.0
0789480662,126,2.0
0789480662,127,5.0
0789480662,128,4.0
0789480662,129,4.0
0789480662,130,5.0
0789480662,131,5.0
0789480662,132,5.0
0789480662,133,4.0
0789480662,134,3.0
0789480662,135,3.0
0789480662,136,3.0
B0000CJHIO,137,5.0
B0000CJHIO,138,5.0
B0000CJHIO,139,5.0
B0000CJHIO,140,4.0
B0000CJHIO,141,5.0
B0000CJHIO,142,4.0
B0000CJHIO,143,5.0
B0000CJHIO,144,5.0
B0000CJHIO,145,5.0
B0000CJHIO,146,5.0
B0000CJHIO,147,5.0
0517150328,148,4.0
0517150328,149,5.0
0517150328,150,4.0
0517150328,151,5.0
0517150328,152,4.0
0517150328,153,2.0
158322047X,154,5.0
3161453549,155,5.0
3161453549,156,1.0
0007106823,157,5.0
B000857LFE,158,3.0
B000857LFE,159,2.0
1582611440,160,5.0
1884734766,161,5.0
1884734766,162,5.0
1884734766,163,5.0
0847822982,164,3.0
157067051X,165,5.0
157067051X,166,5.0
157067051X,167,5.0
157067051X,168,4.0
157067051X,169,4.0
157067051X,170,5.0
157067051X,171,5.0
157067051X,172,5.0
157067051X,173,5.0
157067051X,174,5.0
157067051X,175,5.0
1562650076,176,5.0
0887402216,177,3.0
0887402216,178,4.0
B0007DVHU2,179,5.0
B0007DVHU2,180,5.0
B0007DVHU2,181,4.0
B0007DVHU2,182,5.0
B0007DVHU2,183,5.0
B0007DVHU2,184,5.0
B0007DVHU2,185,5.0
B0006WHSNE,186,5.0
B0006WHSNE,187,1.0
0754803325,188,5.0
0373271816,189,4.0
0921338511,190,5.0
0921338511,191,5.0
0806525428,192,4.0
0806525428,193,1.0
0791054608,194,5.0
0791054608,195,5.0
076192177X,196,4.0
006000486X,197,5.0
006000486X,198,4.0
006000486X,199,5.0
006000486X,200,5.0
006000486X,201,5.0
006000486X,202,5.0
006000486X,203,5.0
006000486X,204,4.0
006000486X,205,5.0
006000486X,206,4.0
006000486X,207,3.0
006000486X,208,5.0
006000486X,209,4.0
006000486X,210,3.0
006000486X,211,3.0
006000486X,212,2.0
0781810698,213,4.0
0781810698,214,4.0
0781810698,215,5.0
0781810698,216,2.0
0781810698,217,4.0
0471192627,218,4.0
0471192627,219,3.0
0471192627,220,5.0
0312322291,221,4.0
0312322291,222,5.0
0312322291,223,4.0
0312322291,224,4.0
0312322291,225,5.0
0312322291,226,5.0
0312322291,227,5.0
9687968478,228,5.0
9687968478,229,5.0
9687968478,230,5.0
9687968478,231,5.0
9687968478,232,5.0
9687968478,233,5.0
9687968478,234,5.0
9687968478,235,5.0
B0006DWYDW,236,4.0
B0006DWYDW,237,5.0
B0006DWYDW,238,5.0
B0006DWYDW,239,5.0
B0006DWYDW,240,5.0
B0006DWYDW,241,4.0
B0006DWYDW,242,2.0
B0006DWYDW,243,4.0
B0006DWYDW,244,1.0
B0006DWYDW,245,5.0
B0006DWYDW,246,5.0
B0006DWYDW,247,5.0
B0006DWYDW,248,5.0
B0006DWYDW,249,5.0
B0006DWYDW,250,5.0
B0006DWYDW,251,5.0
B0006DWYDW,252,1.0
B0006DWYDW,253,4.0
B0006DWYDW,254,4.0
B0006CAP48,255,4.0
037316677X,256,5.0
1861081162,257,4.0
1861081162,258,5.0
1861081162,259,2.0
1861081162,260,5.0
1861081162,261,5.0
1861081162,262,4.0
1861081162,263,5.0
1861081162,264,4.0
B0007DQIIS,265,4.0
3526448353,266,1.0
B000PHTCGG,267,5.0
B000PHTCGG,268,5.0
B000PHTCGG,269,3.0
B000PHTCGG,270,4.0
B0006D6DRK,271,5.0
B0006D6DRK,272,5.0
B0006D6DRK,273,5.0
B0006D6DRK,274,5.0
B0006D6DRK,275,1.0
B0006D6DRK,276,4.0
B0006D6DRK,277,4.0
B0006D6DRK,278,3.0
B0006D6DRK,279,4.0
B000MURQAK,280,4.0
0567087786,281,5.0
1559701315,282,2.0
0802422772,283,4.0
0802422772,284,5.0
0802422772,285,5.0
0802422772,286,5.0
0802422772,287,5.0
0802422772,288,5.0
B000KBH818,289,5.0
B00005X3VY,290,3.0
0934638160,291,5.0
0934638160,292,4.0
0934638160,293,4.0
B000FZEKVA,294,4.0
B000FZEKVA,295,5.0
B000FZEKVA,296,5.0
B000FZEKVA,297,5.0
B000FZEKVA,298,5.0
B000FZEKVA,299,5.0
B000FZEKVA,300,5.0
B000FZEKVA,301,5.0
B000FZEKVA,302,5.0
B000FZEKVA,303,5.0
B000FZEKVA,304,2.0
B000FZEKVA,305,5.0
1890951617,306,5.0
1890951617,307,5.0
1890951617,308,2.0
1890951617,309,1.0
1890951617,310,1.0
0345340949,311,4.0
0345340949,312,5.0
0345340949,313,5.0
0345340949,314,1.0
0345340949,315,3.0
0345340949,316,4.0
0345340949,317,4.0
0878403825,318,5.0
B000I9VU1G,319,5.0
B000I9VU1G,320,4.0
1852309040,321,4.0
1852309040,322,5.0
1852309040,323,5.0
1852309040,324,5.0
1852309040,325,5.0
1852309040,326,5.0
1852309040,327,5.0
1852309040,328,5.0
1852309040,329,4.0
1852309040,330,5.0
0915248212,331,5.0
B000H45MXO,332,5.0
1861263678,333,5.0
1404229280,334,5.0
B000858H16,335,5.0
B000858H16,336,4.0
0671551345,337,5.0
0671551345,338,1.0
0671551345,339,5.0
0671551345,340,5.0
0671551345,341,5.0
0671551345,342,3.0
0671551345,343,1.0
0671551345,344,5.0
0671551345,345,5.0
0671551345,346,5.0
0671551345,347,5.0
0671551345,348,4.0
0671551345,349,4.0
0671551345,350,5.0
0671551345,351,5.0
0671551345,352,4.0
0671551345,353,5.0
0671551345,354,5.0
0671551345,355,5.0
0671551345,356,5.0
0671551345,357,5.0
0671551345,358,3.0
0671551345,359,4.0
0671551345,360,4.0
0671551345,361,5.0
0671551345,362,5.0
0671551345,363,5.0
0671551345,364,4.0
0671551345,365,5.0
0671551345,366,3.0
0671551345,367,5.0
0671551345,368,5.0
0671551345,369,5.0
0671551345,370,5.0
0671551345,371,5.0
0671551345,372,5.0
0671551345,373,5.0
0330336681,374,5.0
0330336681,375,2.0
1597400602,376,5.0
1597400602,377,5.0
1597400602,378,5.0
1597400602,379,4.0
1597400602,380,4.0
0812521765,381,5.0
0812521765,382,3.0
0812521765,383,4.0
0812521765,384,4.0
B000MU831Q,385,5.0
B000MU831Q,386,1.0
0689817630,387,5.0
0689817630,388,5.0
0689817630,389,5.0
0689817630,390,3.0
0891010947,391,5.0
0891010947,392,5.0
1843762366,393,5.0
B000N7612G,394,5.0
B000N7612G,395,5.0
B000N7612G,396,4.0
B000N7612G,397,5.0
B000N7612G,398,4.0
B000N7612G,399,4.0
B000N7612G,400,3.0
B000N7612G,401,5.0
B000N7612G,402,4.0
B000N7612G,403,4.0
B000N7612G,404,4.0
B000N7612G,405,5.0
B000N7612G,406,5.0
B000N7612G,407,5.0
B000N7612G,408,5.0
B000N7612G,409,4.0
B000N7612G,410,5.0
B000N7612G,411,4.0
B000N7612G,412,4.0
B000N7612G,413,5.0
B000N7612G,414,4.0
B000N7612G,415,4.0
B000N7612G,416,5.0
B000N7612G,417,3.0
B000N7612G,418,5.0
B000N7612G,419,2.0
B000N7612G,420,1.0
B000N7612G,421,3.0
B000N7612G,422,1.0
B000N7612G,423,5.0
B000N7612G,424,5.0
B000N7612G,425,5.0
B000N7612G,426,4.0
B000N7612G,427,4.0
B000N7612G,428,5.0
B000N7612G,429,2.0
B000N7612G,430,2.0
B000N7612G,431,5.0
B000N7612G,432,5.0
0688071643,433,4.0
0688071643,434,4.0
1555714137,435,5.0
1555714137,436,2.0
0026204207,437,4.0
1930429487,438,5.0
1930429487,439,5.0
1930429487,440,4.0
1930429487,441,5.0
1930429487,442,5.0
1930429487,443,5.0
1930429487,444,5.0
1930429487,445,4.0
1930429487,446,5.0
1930429487,447,5.0
1930429487,448,5.0
1930429487,449,5.0
1930429487,450,5.0
1930429487,451,5.0
1930429487,452,5.0
1930429487,453,5.0
1930429487,454,5.0
B000GSNTRC,455,5.0
B000GSNTRC,456,4.0
B000GSNTRC,457,4.0
B000GSNTRC,458,5.0
B000GSNTRC,459,5.0
B000GSNTRC,460,5.0
B000GSNTRC,461,5.0
B000GSNTRC,462,3.0
B000GSNTRC,463,1.0
B000GSNTRC,464,3.0
0473056070,465,5.0
0473056070,466,5.0
B0000630MU,467,5.0
B0000630MU,468,5.0
B0000630MU,469,4.0
B0000630MU,470,3.0
B0000630MU,471,2.0
B0000630MU,472,5.0
B0000630MU,473,5.0
B0000630MU,474,5.0
B0000630MU,475,5.0
B0000630MU,476,4.0
B0000630MU,477,5.0
B0000630MU,478,5.0
B0000630MU,479,4.0
B0000630MU,480,5.0
B0000630MU,481,4.0
B0000630MU,482,5.0
B0000630MU,483,5.0
B0000630MU,484,5.0
B0000630MU,485,5.0
B0000630MU,486,5.0
B0000630MU,487,4.0
B0000630MU,488,5.0
B0000630MU,489,1.0
B0000630MU,490,4.0
B0000630MU,491,5.0
B0000630MU,492,5.0
B0000630MU,493,3.0
B0000630MU,494,3.0
B0000630MU,495,5.0
B0000630MU,496,4.0
B0000630MU,497,5.0
B0000630MU,498,5.0
B0000630MU,499,3.0
B0006W83VA,500,5.0
B000N63OP4,501,5.0
1569474400,502,4.0
1569474400,503,4.0
1569474400,504,4.0
0897501209,505,3.0
0976142120,506,5.0
0976142120,507,5.0
0976142120,508,5.0
0971728429,509,5.0
0971728429,510,4.0
B0006P6WSS,511,5.0
B0006P6WSS,512,5.0
B0006P6WSS,513,5.0
B0006P6WSS,514,5.0
B0006P6WSS,515,5.0
B0006P6WSS,516,5.0
B0006P6WSS,517,5.0
B0006P6WSS,518,2.0
B0006P6WSS,519,5.0
B0006P6WSS,520,5.0
B0006P6WSS,521,4.0
0312940416,522,5.0
0312940416,523,4.0
B0008852GG,524,5.0
B0008852GG,525,5.0
B0008852GG,526,3.0
B0008852GG,527,5.0
B0008852GG,528,4.0
B0008852GG,529,4.0
B0008852GG,530,5.0
B0008852GG,531,5.0
0768911001,532,1.0
0060539453,533,4.0
0060539453,534,1.0
0060539453,535,5.0
0060539453,536,5.0
0060539453,537,2.0
050552421X,538,5.0
050552421X,539,4.0
050552421X,540,5.0
050552421X,541,5.0
050552421X,542,4.0
050552421X,543,4.0
050552421X,544,4.0
050552421X,545,3.0
050552421X,546,5.0
050552421X,547,5.0
050552421X,548,3.0
050552421X,549,2.0
050552421X,550,5.0
050552421X,551,5.0
050552421X,552,5.0
050552421X,553,5.0
050552421X,554,5.0
050552421X,555,4.0
050552421X,556,5.0
050552421X,557,4.0
050552421X,558,5.0
050552421X,559,5.0
050552421X,560,5.0
050552421X,561,5.0
050552421X,562,5.0
050552421X,563,5.0
050552421X,564,4.0
050552421X,565,4.0
050552421X,566,4.0
050552421X,567,5.0
050552421X,568,5.0
050552421X,569,5.0
050552421X,570,4.0
050552421X,571,4.0
050552421X,572,4.0
050552421X,573,3.0
050552421X,574,4.0
050552421X,575,2.0
050552421X,576,5.0
050552421X,577,1.0
050552421X,578,2.0
050552421X,579,2.0
050552421X,580,4.0
050552421X,581,3.0
050552421X,582,5.0
050552421X,583,5.0
050552421X,584,5.0
050552421X,585,5.0
050552421X,586,3.0
050552421X,587,5.0
050552421X,588,3.0
050552421X,589,4.0
050552421X,590,2.0
050552421X,591,4.0
050552421X,592,5.0
050552421X,593,5.0
050552421X,594,5.0
050552421X,595,5.0
050552421X,596,3.0
050552421X,597,4.0
050552421X,598,5.0
050552421X,599,3.0
050552421X,600,5.0
050552421X,601,5.0
050552421X,602,4.0
050552421X,603,2.0
050552421X,604,5.0
050552421X,605,5.0
050552421X,606,1.0
050552421X,607,5.0
050552421X,608,5.0
050552421X,609,5.0
050552421X,610,5.0
050552421X,611,5.0
050552421X,612,5.0
050552421X,613,5.0
050552421X,614,5.0
050552421X,615,5.0
050552421X,616,5.0
050552421X,617,5.0
050552421X,618,5.0
050552421X,619,5.0
050552421X,620,5.0
050552421X,621,5.0
050552421X,622,3.0
050552421X,623,2.0
050552421X,624,3.0
050552421X,625,3.0
050552421X,626,2.0
B000FPWSNW,627,5.0
0861905032,628,3.0
0941668061,629,5.0
0941668061,630,5.0
0941668061,631,5.0
B000O2E8PC,632,4.0
B000O2E8PC,633,4.0
B000O2E8PC,634,5.0
B000MCKQRS,635,4.0
B000MCKQRS,636,5.0
B000MCKQRS,637,3.0
B000MCKQRS,638,5.0
B000MCKQRS,639,3.0
B000MCKQRS,640,5.0
B000MCKQRS,641,4.0
B000MCKQRS,642,5.0
B000MCKQRS,643,4.0
B000MCKQRS,644,5.0
B000MCKQRS,645,4.0
B000MCKQRS,646,3.0
B000MCKQRS,647,4.0
B000MCKQRS,648,3.0
B000MCKQRS,649,3.0
B000MCKQRS,650,5.0
B000MCKQRS,651,4.0
B000MCKQRS,652,3.0
B000MCKQRS,653,1.0
B000MCKQRS,654,4.0
B000MCKQRS,655,4.0
B000MCKQRS,656,4.0
B000MCKQRS,657,4.0
B000MCKQRS,658,5.0
B000MCKQRS,659,4.0
B000MCKQRS,660,4.0
B000MCKQRS,661,4.0
B000MCKQRS,662,5.0
B000MCKQRS,663,5.0
B000MCKQRS,664,4.0
B000MCKQRS,665,3.0
B000MCKQRS,666,4.0
B000MCKQRS,667,1.0
B000MCKQRS,668,3.0
B000MCKQRS,669,4.0
B000MCKQRS,670,4.0
B000MCKQRS,671,4.0
B000MCKQRS,672,4.0
B000MCKQRS,673,4.0
B000MCKQRS,674,2.0
B000MCKQRS,675,3.0
B000MCKQRS,676,3.0
B000MCKQRS,677,5.0
B000MCKQRS,678,5.0
B000MCKQRS,679,5.0
B000MCKQRS,680,4.0
B000MCKQRS,681,2.0
B000MCKQRS,682,4.0
B000MCKQRS,683,4.0
B000MCKQRS,684,5.0
B000MCKQRS,685,5.0
B000MCKQRS,686,4.0
B000MCKQRS,687,5.0
B000MCKQRS,688,5.0
B000MCKQRS,689,5.0
B000MCKQRS,690,1.0
B000MCKQRS,691,4.0
B000MCKQRS,692,1.0
B000MCKQRS,693,4.0
B000MCKQRS,694,4.0
B000MCKQRS,695,5.0
B000MCKQRS,696,3.0
B000MCKQRS,697,3.0
B000MCKQRS,698,3.0
B000MCKQRS,699,5.0
B000MCKQRS,700,5.0
B000MCKQRS,701,4.0
B000MCKQRS,702,4.0
B000MCKQRS,703,4.0
B000MCKQRS,704,5.0
B000MCKQRS,705,5.0
B000MCKQRS,706,5.0
B000MCKQRS,707,5.0
B000MCKQRS,708,5.0
B000MCKQRS,709,4.0
B000MCKQRS,710,5.0
B000MCKQRS,711,4.0
B000MCKQRS,712,5.0
B000MCKQRS,713,4.0
B000MCKQRS,714,5.0
B000MCKQRS,715,5.0
B000MCKQRS,716,5.0
B000MCKQRS,717,3.0
B000MCKQRS,718,2.0
B000MCKQRS,719,5.0
B000MCKQRS,720,3.0
B000MCKQRS,721,3.0
B000MCKQRS,722,2.0
B000MCKQRS,723,5.0
B000MCKQRS,724,4.0
B000MCKQRS,725,4.0
B000MCKQRS,726,5.0
B000MCKQRS,727,5.0
B000MCKQRS,728,4.0
B000890HE2,729,5.0
B000890HE2,730,5.0
B000890HE2,731,3.0
1555620175,732,4.0
155558182X,733,2.0
087474721X,734,5.0
087474721X,735,5.0
087474721X,736,5.0
0375422811,737,4.0
0375422811,738,5.0
0375422811,739,5.0
0375422811,740,5.0
0375422811,741,5.0
0375422811,742,4.0
0375422811,743,5.0
0375422811,744,5.0
0375422811,745,5.0
0375422811,746,5.0
0375422811,747,5.0
0375422811,748,5.0
0375422811,749,5.0
0375422811,750,5.0
0375422811,751,4.0
0375422811,752,5.0
0375422811,753,5.0
0375422811,754,5.0
0375422811,755,5.0
0375422811,756,5.0
0375422811,757,5.0
0375422811,758,5.0
0375422811,759,5.0
0375422811,760,4.0
0375422811,761,4.0
0375422811,762,5.0
0375422811,763,4.0
0375422811,764,5.0
0375422811,765,5.0
0375422811,766,5.0
0375422811,767,5.0
0375422811,768,4.0
0375422811,769,5.0
0375422811,770,5.0
0375422811,771,5.0
0375422811,772,3.0
0375422811,773,1.0
0375422811,774,3.0
0375422811,775,1.0
0375422811,776,1.0
0882899228,777,4.0
0882899228,778,4.0
0882899228,779,5.0
0882899228,780,5.0
0882899228,781,5.0
0882899228,782,5.0
0882899228,783,5.0
0882899228,784,5.0
0882899228,785,3.0
0882899228,786,2.0
0882899228,787,1.0
0882899228,788,1.0
1403300763,789,1.0
1403300763,790,3.0
B0007FXCVM,791,1.0
B000O3QCH8,792,1.0
B000O3QCH8,793,1.0
B000O3QCH8,794,5.0
B000O3QCH8,795,4.0
B000O3QCH8,796,3.0
B000O3QCH8,797,5.0
B000O3QCH8,798,5.0
B000O3QCH8,799,5.0
B000O3QCH8,800,5.0
B000O3QCH8,801,2.0
B000O3QCH8,802,5.0
B000O3QCH8,803,2.0
B000O3QCH8,804,1.0
B000O3QCH8,805,5.0
B000O3QCH8,806,4.0
B000O3QCH8,807,4.0
B000O3QCH8,808,5.0
B000O3QCH8,809,4.0
B000O3QCH8,810,4.0
B000O3QCH8,811,5.0
B000O3QCH8,812,5.0
B000O3QCH8,813,5.0
B000O3QCH8,814,4.0
B000O3QCH8,815,5.0
B000O3QCH8,816,5.0
B000O3QCH8,817,5.0
B000O3QCH8,818,5.0
B000O3QCH8,819,5.0
B000O3QCH8,820,5.0
B000O3QCH8,821,4.0
B000O3QCH8,822,5.0
B000O3QCH8,823,5.0
B000O3QCH8,824,3.0
B000O3QCH8,825,2.0
B000O3QCH8,826,5.0
B000O3QCH8,827,3.0
B000O3QCH8,828,4.0
B000O3QCH8,829,5.0
B000O3QCH8,830,5.0
B000O3QCH8,831,4.0
B000O3QCH8,832,5.0
B000O3QCH8,833,5.0
B000O3QCH8,834,3.0
B000O3QCH8,835,3.0
B000O3QCH8,836,5.0
B000O3QCH8,837,3.0
B000O3QCH8,838,4.0
B000O3QCH8,839,5.0
B000O3QCH8,840,1.0
B000O3QCH8,841,5.0
B000O3QCH8,842,5.0
B000O3QCH8,843,5.0
B000O3QCH8,844,5.0
B000O3QCH8,845,5.0
B000O3QCH8,846,5.0
B000O3QCH8,847,3.0
B000O3QCH8,848,3.0
B000O3QCH8,849,5.0
B000O3QCH8,850,4.0
B000O3QCH8,851,3.0
B000O3QCH8,852,3.0
B000O3QCH8,853,5.0
B000O3QCH8,854,2.0
B000O3QCH8,855,2.0
B000O3QCH8,856,1.0
B000O3QCH8,857,4.0
B000O3QCH8,858,1.0
B000O3QCH8,859,1.0
B000O3QCH8,860,1.0
B000O3QCH8,861,3.0
B000O3QCH8,862,2.0
B000O3QCH8,863,1.0
B000O3QCH8,864,5.0
B000O3QCH8,865,3.0
B000O3QCH8,866,5.0
B000O3QCH8,867,5.0
B000O3QCH8,868,4.0
B000O3QCH8,869,5.0
B000O3QCH8,870,5.0
B000O3QCH8,871,3.0
B000O3QCH8,872,5.0
B000O3QCH8,873,4.0
B000O3QCH8,874,5.0
B000O3QCH8,875,4.0
B000O3QCH8,876,5.0
B000O3QCH8,877,3.0
B000O3QCH8,878,1.0
B000O3QCH8,879,3.0
B000O3QCH8,880,5.0
B000O3QCH8,881,5.0
B000O3QCH8,882,3.0
B000O3QCH8,883,4.0
B000O3QCH8,884,5.0
0967038693,885,4.0
0967038693,886,5.0
0836204271,887,5.0
0836204271,888,5.0
0836204271,889,3.0
0836204271,890,5.0
B0007ER3UO,891,4.0
0070434425,892,5.0
0070434425,893,5.0
0070434425,894,5.0
0070434425,895,1.0
0932813062,896,3.0
0932813062,897,1.0
0932813062,898,4.0
0932813062,899,4.0
0932813062,900,4.0
0932813062,901,5.0
0932813062,902,4.0
0932813062,903,5.0
0932813062,904,2.0
0932813062,905,5.0
B0006AUI9W,906,5.0
B0006AUI9W,907,4.0
B0006AUI9W,908,5.0
B0006AUI9W,909,4.0
B0006AUI9W,910,4.0
B0006AUI9W,911,4.0
B0007H4QBK,912,5.0
B0007H4QBK,913,5.0
B0007H4QBK,914,4.0
B0007H4QBK,915,3.0
B0007H4QBK,916,5.0
B0007H4QBK,917,5.0
B0007H4QBK,918,5.0
B0007H4QBK,919,5.0
B0007H4QBK,920,5.0
B0007H4QBK,921,5.0
B0007H4QBK,922,5.0
B0007H4QBK,923,5.0
B0007H4QBK,924,5.0
B0007H4QBK,925,5.0
B0007H4QBK,926,5.0
B0007H4QBK,927,5.0
B0007H4QBK,928,5.0
B0007H4QBK,929,5.0
B0007H4QBK,930,5.0
B0007H4QBK,931,5.0
B0007H4QBK,932,3.0
B0007H4QBK,933,4.0
B0007H4QBK,934,4.0
B0007H4QBK,935,2.0
B0007H4QBK,936,3.0
B0007H4QBK,937,4.0
B0007H4QBK,938,2.0
B0007H4QBK,939,5.0
B0007H4QBK,940,5.0
B0007H4QBK,941,5.0
B0007H4QBK,942,5.0
B0007H4QBK,943,5.0
B0007H4QBK,944,5.0
B0007H4QBK,945,5.0
B0007H4QBK,946,5.0
B0007H4QBK,947,5.0
B0007H4QBK,948,5.0
B0007H4QBK,949,5.0
B0007H4QBK,950,5.0
B0007H4QBK,951,5.0
B0007H4QBK,952,5.0
B0007H4QBK,953,5.0
B0007H4QBK,954,5.0
B0007H4QBK,955,4.0
B0007H4QBK,956,5.0
B0007H4QBK,957,5.0
B0007H4QBK,958,5.0
B0007H4QBK,959,5.0
B0007H4QBK,960,5.0
B0007H4QBK,961,5.0
B0007H4QBK,962,5.0
B0007H4QBK,963,5.0
B0007H4QBK,964,5.0
B0007H4QBK,965,4.0
B0007H4QBK,966,3.0
B0007H4QBK,967,2.0
B0007H4QBK,968,4.0
B0007H4QBK,969,5.0
B0007H4QBK,970,3.0
B0007H4QBK,971,2.0
B0007H4QBK,972,1.0
B0007H4QBK,973,3.0
B0007H4QBK,974,4.0
B0007H4QBK,975,3.0
B0007H4QBK,976,5.0
B0007H4QBK,977,5.0
B0007H4QBK,978,5.0
B0007H4QBK,979,5.0
B0007H4QBK,980,5.0
B0007H4QBK,981,5.0
B0007H4QBK,982,5.0
B0007H4QBK,983,5.0
B0007H4QBK,984,5.0
B0007H4QBK,985,5.0
B0007H4QBK,986,4.0
B0007H4QBK,987,5.0
B0007H4QBK,988,3.0
B0007H4QBK,989,4.0
B0007H4QBK,990,5.0
B0007H4QBK,991,4.0
B0007H4QBK,992,4.0
B0007H4QBK,993,3.0
B0007H4QBK,994,5.0
B0007H4QBK,995,4.0
B0007H4QBK,996,1.0
B0007H4QBK,997,2.0
B0007H4QBK,998,2.0
B0007H4QBK,999,2.0
B0007H4QBK,1000,2.0
B0007H4QBK,1001,1.0
B0007H4QBK,1002,1.0
B0007H4QBK,1003,2.0
B0007H4QBK,1004,1.0
B0007H4QBK,1005,5.0
B0007H4QBK,1006,4.0
B0007H4QBK,1007,5.0
B0007H4QBK,1008,5.0
B0007H4QBK,1009,5.0
B0007H4QBK,1010,5.0
B0007H4QBK,1011,5.0
B0007H4QBK,1012,3.0
B0007H4QBK,1013,5.0
B0007H4QBK,1014,5.0
B0007H4QBK,1015,5.0
B0007H4QBK,1016,5.0
B0007H4QBK,1017,5.0
B0007H4QBK,1018,5.0
B0007H4QBK,1019,5.0
B0007H4QBK,1020,5.0
B0007H4QBK,1021,5.0
B0007H4QBK,1022,5.0
B0007H4QBK,1023,5.0
B0007H4QBK,1024,5.0
B0007H4QBK,1025,5.0
B0007H4QBK,1026,4.0
B0007H4QBK,1027,4.0
B0007H4QBK,1028,3.0
B0007H4QBK,1029,3.0
B0007H4QBK,1030,3.0
B0007H4QBK,1031,3.0
B0007H4QBK,1032,5.0
B0007H4QBK,1033,5.0
B0007H4QBK,1034,4.0
B0007H4QBK,1035,5.0
B0007H4QBK,1036,5.0
B0007H4QBK,1037,5.0
B0007H4QBK,1038,5.0
B0007H4QBK,1039,4.0
B0007H4QBK,1040,4.0
B0007H4QBK,1041,5.0
B0007H4QBK,1042,5.0
B0007H4QBK,1043,5.0
B0007H4QBK,1044,5.0
B0007H4QBK,1045,5.0
B0007H4QBK,1046,5.0
B0007H4QBK,1047,5.0
B0007H4QBK,1048,5.0
B0007H4QBK,1049,5.0
B0007H4QBK,1050,5.0
B0007H4QBK,1051,5.0
B0007H4QBK,1052,5.0
B0007H4QBK,1053,3.0
B0007H4QBK,1054,5.0
B0007H4QBK,1055,5.0
B0007H4QBK,1056,4.0
B0007H4QBK,1057,5.0
B0007H4QBK,1058,5.0
B0007H4QBK,1059,5.0
B0007H4QBK,1060,5.0
B0007H4QBK,1061,5.0
B0007H4QBK,1062,5.0
B0007H4QBK,1063,5.0
B0007H4QBK,1064,5.0
B0007H4QBK,1065,5.0
B0007H4QBK,1066,5.0
B0007H4QBK,1067,5.0
B0007H4QBK,1068,5.0
B0007H4QBK,1069,5.0
B0007H4QBK,1070,5.0
B0007H4QBK,1071,5.0
B0007H4QBK,1072,5.0
